HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,PassengerGroup,PassengerGroupNumber,Deck,Num,Side
Europa,False,TRAPPIST,30.0,True,0.0,632.0,0.0,673.0,2272.0,Weias Meteet,False,2589,4,C,91.0,P
Europa,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Duhra Meteet,True,2589,5,C,91.0,P
Earth,False,TRAPPIST,8.0,False,0.0,0.0,0.0,0.0,0.0,Jeane River,False,2590,1,G,420.0,P
Earth,False,TRAPPIST,45.0,False,406.0,148.0,285.0,0.0,0.0,Benew River,False,2590,2,G,420.0,P
Earth,True,PSO,35.0,False,0.0,0.0,0.0,0.0,0.0,Judya River,True,2590,3,G,420.0,P
Earth,False,PSO,18.0,False,9.0,419.0,0.0,201.0,7.0,Adammy Coolerson,False,2591,1,F,499.0,S
Earth,False,TRAPPIST,23.0,False,0.0,121.0,0.0,568.0,128.0,Breney Coolerson,False,2591,2,G,413.0,S
Mars,False,TRAPPIST,29.0,True,803.0,0.0,0.0,58.0,0.0,Conk Flé,False,2592,1,D,75.0,P
Mars,False,TRAPPIST,18.0,False,1102.0,9.0,2628.0,0.0,0.0,Cindee Flé,False,2592,2,D,75.0,P
Earth,False,TRAPPIST,28.0,False,804.0,2.0,13.0,0.0,62.0,Terta Villenson,False,2593,1,G,421.0,P
Europa,True,TRAPPIST,34.0,False,0.0,0.0,0.0,0.0,0.0,Neutrix Cisorter,True,2594,1,B,98.0,S
Mars,False,CANCRI,0.0,False,0.0,0.0,0.0,0.0,0.0,Lies Cakie,True,2595,1,F,533.0,P
Mars,True,TRAPPIST,4.0,False,0.0,0.0,0.0,0.0,0.0,Ban Cakie,True,2595,2,F,533.0,P
Mars,False,TRAPPIST,28.0,False,938.0,61.0,0.0,53.0,4.0,Res Fle,False,2595,3,D,76.0,P
Mars,False,TRAPPIST,8.0,False,0.0,0.0,0.0,0.0,0.0,Treynx Fle,True,2595,4,F,533.0,P
Mars,False,TRAPPIST,20.0,False,59.0,0.0,1646.0,1657.0,0.0,Pon Stpie,False,2596,1,D,77.0,P
Mars,True,TRAPPIST,20.0,False,0.0,0.0,0.0,0.0,0.0,Carde Kniva,True,2596,2,F,534.0,P
Mars,True,TRAPPIST,25.0,False,0.0,0.0,0.0,0.0,0.0,Want Jamai,True,2597,1,F,500.0,S
Mars,False,CANCRI,31.0,False,995.0,7.0,1213.0,0.0,687.0,Pikes Jamai,False,2597,2,F,500.0,S
Mars,False,TRAPPIST,37.0,False,27.0,0.0,1131.0,0.0,1318.0,Babix Scake,False,2598,1,F,535.0,P
Mars,True,TRAPPIST,24.0,False,0.0,0.0,0.0,0.0,0.0,Ries Jamai,True,2601,1,F,536.0,P
Mars,True,TRAPPIST,34.0,False,0.0,0.0,0.0,0.0,0.0,Oakes Seche,False,2602,1,E,158.0,P
Mars,False,CANCRI,0.0,False,0.0,0.0,0.0,0.0,0.0,Aptal Chnik,True,2602,2,E,158.0,P
Mars,True,TRAPPIST,25.0,False,0.0,0.0,0.0,0.0,0.0,Unch Seche,False,2602,3,E,158.0,P
Mars,True,CANCRI,43.0,False,0.0,0.0,0.0,0.0,0.0,Vere Cone,True,2605,1,D,88.0,S
Earth,False,TRAPPIST,29.0,False,900.0,0.0,0.0,0.0,1.0,Garion Dawsoncis,False,2606,1,F,537.0,P
Earth,False,TRAPPIST,45.0,False,10.0,16.0,801.0,73.0,0.0,Claura Dawsoncis,False,2606,2,F,537.0,P
Europa,True,TRAPPIST,63.0,False,0.0,0.0,0.0,0.0,0.0,Homamin Brakepined,True,2607,1,B,99.0,S
Europa,True,TRAPPIST,17.0,False,0.0,0.0,0.0,0.0,0.0,Zedark Brakepined,True,2607,2,B,99.0,S
Europa,False,CANCRI,35.0,False,0.0,1471.0,2.0,445.0,533.0,Hekaron Brakepined,True,2607,3,B,99.0,S
Europa,False,TRAPPIST,12.0,False,0.0,0.0,0.0,0.0,0.0,Ainoxa Plattering,True,2607,4,B,99.0,S
Earth,True,PSO,29.0,False,0.0,0.0,0.0,0.0,0.0,Vana Hopez,True,2609,1,G,416.0,S
Earth,True,TRAPPIST,17.0,False,0.0,604.0,0.0,0.0,218.0,Gracia Gallard,False,2616,1,F,541.0,P
Earth,False,PSO,32.0,False,59.0,0.0,469.0,0.0,0.0,Yolas Peckerson,False,2617,1,G,424.0,P
Earth,True,TRAPPIST,23.0,False,0.0,0.0,0.0,0.0,0.0,Rassias Freednal,True,2618,1,E,159.0,P
Earth,False,CANCRI,17.0,False,2000.0,0.0,0.0,0.0,0.0,Elaney Chanan,False,2619,1,F,504.0,S
Earth,False,CANCRI,34.0,False,492.0,0.0,13.0,55.0,0.0,Tera Coley,False,2622,1,F,505.0,S
Earth,False,TRAPPIST,15.0,False,0.0,0.0,875.0,3.0,0.0,Annard Armstromez,False,2624,1,F,542.0,P
Earth,True,TRAPPIST,14.0,False,0.0,0.0,0.0,0.0,0.0,Paulie Stanleyd,True,2625,1,G,426.0,P
Earth,False,TRAPPIST,22.0,False,0.0,1.0,271.0,0.0,1348.0,Karlie Stanleyd,False,2625,2,E,160.0,P
Earth,False,TRAPPIST,19.0,False,232.0,0.0,479.0,0.0,5.0,Tarah Barks,False,2626,1,F,543.0,P
Earth,False,PSO,40.0,False,0.0,228.0,5.0,454.0,1.0,Idave Kerristicey,False,2627,1,F,544.0,P
Europa,True,CANCRI,25.0,False,0.0,0.0,0.0,0.0,0.0,Graviph Amoutake,True,2628,1,A,21.0,P
Europa,False,CANCRI,51.0,False,0.0,6.0,0.0,2085.0,67.0,Sadlam Amoutake,False,2628,2,A,21.0,P
Earth,False,TRAPPIST,22.0,False,91.0,6.0,0.0,17.0,693.0,Sethew Lardsonald,False,2629,1,G,427.0,P
Mars,True,CANCRI,50.0,False,0.0,0.0,0.0,0.0,0.0,Sealfs Queke,True,2631,1,F,545.0,P
Earth,False,CANCRI,26.0,False,0.0,0.0,0.0,0.0,0.0,Herina Popez,False,2633,1,G,428.0,P
Mars,True,TRAPPIST,39.0,False,0.0,0.0,0.0,0.0,0.0,Apies Pine,True,2634,1,F,508.0,S
Mars,False,TRAPPIST,18.0,False,1867.0,0.0,29.0,72.0,0.0,Oafron Babre,True,2635,1,D,78.0,P
Earth,False,TRAPPIST,22.0,False,0.0,0.0,137.0,671.0,0.0,Idave Owerson,False,2636,1,G,419.0,S
Earth,False,TRAPPIST,26.0,False,0.0,29.0,0.0,759.0,0.0,Gerry Mondsey,False,2638,1,E,181.0,S
Earth,False,TRAPPIST,19.0,False,0.0,0.0,0.0,0.0,1051.0,Helean Wagnerray,False,2640,1,F,510.0,S
Earth,True,PSO,16.0,False,0.0,0.0,0.0,0.0,0.0,Kendre Merkins,False,2641,1,G,420.0,S
Earth,False,TRAPPIST,24.0,False,0.0,0.0,17.0,0.0,793.0,Violan Popez,False,2642,1,G,430.0,P
Earth,False,PSO,34.0,False,122.0,0.0,6.0,739.0,0.0,Terta Chasey,False,2643,1,F,511.0,S
Europa,False,TRAPPIST,55.0,False,0.0,815.0,1558.0,3.0,1334.0,Alrais Fordulgaug,True,2645,1,C,95.0,S
Europa,False,TRAPPIST,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,Tach Improus,False,2645,2,C,95.0,S
Europa,True,TRAPPIST,14.0,False,0.0,0.0,0.0,0.0,0.0,Mariton Improus,True,2645,3,C,95.0,S
Europa,False,CANCRI,28.0,False,0.0,3053.0,0.0,839.0,2153.0,Meratz Improus,True,2645,4,C,95.0,S
Europa,True,CANCRI,26.0,False,0.0,0.0,0.0,0.0,0.0,Mesonon Improus,True,2645,5,C,95.0,S
Europa,False,CANCRI,33.0,False,0.0,286.0,1795.0,712.0,7041.0,Hallah Roureed,False,2646,1,B,80.0,P
Earth,False,TRAPPIST,24.0,False,0.0,0.0,0.0,636.0,68.0,Janney Johnsby,False,2647,1,F,547.0,P
Earth,False,TRAPPIST,23.0,False,490.0,313.0,0.0,6.0,0.0,Allena Sullones,False,2648,1,G,421.0,S
Mars,False,TRAPPIST,16.0,False,46.0,0.0,1994.0,0.0,677.0,Swoass Giba,False,2649,1,D,79.0,P
Earth,True,TRAPPIST,36.0,False,0.0,0.0,0.0,0.0,0.0,Artis Casonston,False,2650,1,G,431.0,P
Europa,True,CANCRI,44.0,False,0.0,0.0,0.0,0.0,0.0,Sarid Geakerat,True,2651,1,B,100.0,S
Earth,False,TRAPPIST,22.0,False,0.0,0.0,670.0,0.0,32.0,Wally Davispinoz,True,2652,1,F,513.0,S
Earth,True,TRAPPIST,30.0,False,0.0,0.0,0.0,0.0,0.0,Benny Ballocks,False,2655,1,G,422.0,S
Earth,False,TRAPPIST,20.0,False,0.0,27.0,1.0,686.0,1.0,Ricard Gainney,False,2657,1,F,514.0,S
Earth,False,TRAPPIST,21.0,False,366.0,1136.0,795.0,132.0,0.0,Craine Gentledges,False,2658,1,F,549.0,P
Mars,False,TRAPPIST,14.0,False,0.0,0.0,0.0,0.0,0.0,Luse Gelie,True,2659,1,E,182.0,S
Earth,False,TRAPPIST,27.0,False,0.0,0.0,0.0,2.0,1215.0,Chael Avidson,False,2660,1,F,550.0,P
Earth,False,TRAPPIST,19.0,False,1.0,4.0,0.0,750.0,3.0,Leene Vandan,False,2661,1,F,515.0,S
Earth,True,TRAPPIST,21.0,False,0.0,0.0,0.0,0.0,0.0,Bara Vandan,True,2661,2,G,423.0,S
Mars,False,CANCRI,29.0,False,1722.0,4.0,937.0,0.0,0.0,Gies Ban,False,2662,1,F,551.0,P
Earth,False,CANCRI,13.0,False,0.0,0.0,0.0,4.0,811.0,Penne Douglasen,True,2663,1,F,552.0,P
Mars,True,PSO,71.0,False,0.0,0.0,0.0,0.0,0.0,Kris Swin,True,2664,1,E,183.0,S
Mars,True,TRAPPIST,28.0,False,0.0,0.0,0.0,0.0,0.0,Rank Curle,False,2666,1,E,184.0,S
Mars,False,CANCRI,18.0,False,1874.0,0.0,260.0,0.0,0.0,All Curle,False,2666,2,E,184.0,S
Earth,False,CANCRI,23.0,False,29.0,34.0,1.0,2838.0,0.0,Jacki Ingston,False,2668,1,F,516.0,S
Earth,False,CANCRI,34.0,False,0.0,382.0,0.0,87.0,236.0,Adamie Ingston,False,2668,2,G,424.0,S
Earth,False,TRAPPIST,20.0,False,4.0,790.0,0.0,15.0,0.0,Glenna Leodger,False,2670,1,G,432.0,P
Earth,False,CANCRI,17.0,False,0.0,33.0,0.0,56.0,708.0,Anae Oconley,False,2671,1,F,554.0,P
Earth,False,PSO,21.0,False,970.0,0.0,213.0,8.0,86.0,Lillia Waltonson,False,2672,1,F,555.0,P
Europa,False,TRAPPIST,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,Rassias Iniouser,True,2675,1,C,97.0,S
Europa,False,CANCRI,34.0,False,3551.0,1284.0,1865.0,90.0,0.0,Halsham Noxiong,True,2676,1,B,81.0,P
Europa,False,TRAPPIST,51.0,False,0.0,302.0,0.0,1367.0,669.0,Eleon Scerodbox,False,2677,1,D,90.0,S
Earth,False,TRAPPIST,21.0,False,0.0,680.0,0.0,10.0,0.0,Gera Sosanturney,True,2678,1,F,517.0,S
Earth,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Paulas Boltond,False,2679,1,G,426.0,S
Earth,False,TRAPPIST,31.0,False,880.0,0.0,0.0,8.0,0.0,Berty Whiters,False,2682,1,G,434.0,P
Europa,False,TRAPPIST,36.0,False,2.0,1297.0,0.0,4.0,0.0,Zaninon Parbage,True,2683,1,A,32.0,S
Europa,False,TRAPPIST,39.0,False,0.0,7116.0,0.0,13208.0,1515.0,Navior Ranaly,False,2684,1,B,83.0,P
Earth,False,TRAPPIST,26.0,False,886.0,0.0,0.0,0.0,21.0,Lilly Webstephrey,False,2685,1,G,435.0,P
Earth,False,TRAPPIST,51.0,False,0.0,1347.0,0.0,43.0,0.0,Carry Kimons,True,2687,1,F,556.0,P
Earth,False,TRAPPIST,24.0,False,13.0,193.0,0.0,0.0,591.0,Eriky Willy,False,2688,1,F,557.0,P
Earth,False,CANCRI,27.0,False,339.0,104.0,116.0,160.0,0.0,Eduana Stannondez,True,2690,1,E,185.0,S
Earth,False,TRAPPIST,31.0,False,0.0,243.0,1.0,559.0,0.0,Gracey Coxterez,False,2691,1,F,558.0,P
Europa,False,TRAPPIST,57.0,False,0.0,1514.0,0.0,72.0,1393.0,Krab Pentical,False,2693,1,A,22.0,P
Europa,False,CANCRI,36.0,True,11.0,79.0,0.0,210.0,1895.0,Jabbab Geousty,False,2693,2,A,22.0,P
Europa,False,TRAPPIST,55.0,False,0.0,846.0,0.0,263.0,2024.0,Castram Geousty,False,2693,3,A,22.0,P
Europa,True,CANCRI,29.0,False,0.0,0.0,0.0,0.0,0.0,Mirfark Geousty,False,2693,4,A,22.0,P
Mars,False,TRAPPIST,18.0,False,947.0,0.0,4.0,4.0,0.0,Honey Stike,False,2695,1,E,186.0,S
Mars,False,TRAPPIST,27.0,False,1893.0,487.0,4.0,0.0,0.0,Pank Pimne,False,2697,1,D,91.0,S
Europa,False,TRAPPIST,50.0,False,0.0,2684.0,0.0,153.0,1751.0,Shelik Sofraten,False,2698,1,C,94.0,P
Earth,False,TRAPPIST,24.0,False,45.0,138.0,1.0,0.0,530.0,Daven Perkings,False,2700,1,F,520.0,S
Earth,True,PSO,20.0,False,0.0,0.0,0.0,0.0,0.0,Cliney Thorney,True,2701,1,G,428.0,S
Earth,True,TRAPPIST,24.0,False,0.0,0.0,0.0,0.0,0.0,Mollen Garnettiz,True,2702,1,G,437.0,P
Earth,False,TRAPPIST,18.0,False,0.0,617.0,0.0,0.0,10.0,Rena Ashipeck,False,2703,1,G,429.0,S
Earth,False,TRAPPIST,44.0,False,1178.0,1.0,348.0,0.0,0.0,Alfrey Shieldson,False,2704,1,F,521.0,S
Europa,True,CANCRI,27.0,False,0.0,0.0,0.0,0.0,0.0,Alchium Ressighty,True,2706,1,B,102.0,S
Europa,False,TRAPPIST,58.0,False,1113.0,1650.0,0.0,194.0,510.0,Ziba Belstrut,True,2707,1,B,103.0,S
Europa,True,PSO,29.0,False,0.0,0.0,0.0,0.0,0.0,Misa Belstrut,True,2707,2,B,103.0,S
Earth,False,PSO,23.0,False,3.0,548.0,37.0,0.0,12.0,Pattin Cardner,True,2708,1,F,522.0,S
Mars,True,TRAPPIST,3.0,False,0.0,0.0,0.0,0.0,0.0,Pies Welto,True,2709,1,F,523.0,S
Mars,False,TRAPPIST,0.0,False,0.0,0.0,0.0,0.0,0.0,Relix Welto,True,2709,2,F,523.0,S
Mars,False,TRAPPIST,33.0,False,361.0,0.0,381.0,1622.0,0.0,Rana Welto,False,2709,3,F,523.0,S
Mars,False,TRAPPIST,12.0,False,0.0,0.0,0.0,0.0,0.0,Worms Ble,True,2709,4,F,523.0,S
Europa,True,TRAPPIST,44.0,False,0.0,0.0,0.0,0.0,0.0,Mothab Doorge,True,2712,1,B,105.0,S
Earth,True,TRAPPIST,20.0,False,0.0,0.0,0.0,0.0,0.0,Tarah Cleachrand,True,2713,1,G,438.0,P
Earth,False,CANCRI,59.0,False,269.0,1776.0,0.0,0.0,12.0,Maryn Mcintons,False,2714,1,F,561.0,P
Earth,False,TRAPPIST,18.0,False,130.0,0.0,13.0,191.0,554.0,Francy Mayder,False,2717,1,G,431.0,S
Europa,True,TRAPPIST,72.0,False,0.0,0.0,0.0,0.0,0.0,Quarkab Supred,True,2718,1,B,106.0,S
Earth,False,PSO,23.0,False,171.0,2373.0,1.0,30.0,985.0,Felice Beckeey,False,2720,1,G,439.0,P
Earth,False,TRAPPIST,11.0,False,0.0,0.0,0.0,0.0,0.0,Rancy Beckeey,False,2720,2,G,439.0,P
Earth,True,TRAPPIST,1.0,False,0.0,0.0,0.0,0.0,0.0,Noria Beckeey,True,2720,3,G,439.0,P
Earth,False,PSO,25.0,False,21.0,746.0,55.0,0.0,4.0,Jodia Rigginson,False,2721,1,F,563.0,P
Mars,True,CANCRI,25.0,False,0.0,0.0,0.0,0.0,0.0,Frunch Sutte,True,2722,1,D,93.0,S
Europa,True,TRAPPIST,24.0,False,0.0,0.0,0.0,0.0,0.0,Bosonan Boderbint,True,2723,1,C,99.0,S
Europa,False,TRAPPIST,54.0,False,0.0,5876.0,0.0,0.0,914.0,Dabiton Boderbint,True,2723,2,C,99.0,S
Mars,True,CANCRI,17.0,False,0.0,0.0,0.0,0.0,0.0,Swack Merte,True,2724,1,F,564.0,P
Mars,False,TRAPPIST,48.0,False,1200.0,0.0,38.0,48.0,0.0,Manth Merte,False,2724,2,F,564.0,P
Earth,False,TRAPPIST,40.0,False,0.0,0.0,362.0,272.0,0.0,Helle Bucknersony,False,2725,1,F,565.0,P
Earth,True,TRAPPIST,2.0,False,0.0,0.0,0.0,0.0,0.0,Kimmie Leson,False,2726,1,G,440.0,P
Earth,False,TRAPPIST,32.0,False,0.0,9.0,11.0,784.0,63.0,Stany Hoopez,False,2727,1,F,525.0,S
Earth,True,TRAPPIST,15.0,False,0.0,0.0,0.0,0.0,0.0,Jodip Burchrison,True,2729,1,G,432.0,S
Earth,True,TRAPPIST,52.0,False,0.0,0.0,0.0,0.0,0.0,Royce Douglasen,True,2730,1,G,433.0,S
Earth,False,TRAPPIST,16.0,False,0.0,1115.0,0.0,1674.0,132.0,Candra Douglasen,False,2730,2,F,527.0,S
Earth,True,TRAPPIST,16.0,False,0.0,0.0,0.0,0.0,0.0,Elancy Douglasen,True,2730,3,G,433.0,S
Earth,True,CANCRI,16.0,False,0.0,0.0,0.0,0.0,0.0,Molley Hurles,True,2732,1,G,435.0,S
Earth,False,CANCRI,6.0,False,0.0,0.0,0.0,0.0,0.0,Jilly Hurles,False,2732,2,G,435.0,S
Mars,False,TRAPPIST,10.0,False,0.0,0.0,0.0,0.0,0.0,Eggies Wate,True,2734,1,F,567.0,P
Mars,False,TRAPPIST,27.0,True,1709.0,4.0,24.0,0.0,0.0,Mark Prity,False,2736,1,D,81.0,P
Europa,False,CANCRI,45.0,False,0.0,726.0,0.0,281.0,1257.0,Naschab Forous,True,2737,1,C,100.0,S
Europa,False,TRAPPIST,26.0,False,2381.0,1772.0,0.0,0.0,2618.0,Giedia Arterate,False,2737,2,C,100.0,S
Mars,False,TRAPPIST,29.0,False,1049.0,0.0,0.0,0.0,0.0,Tyog Ses,False,2738,1,E,187.0,S
Earth,True,PSO,38.0,False,0.0,0.0,0.0,0.0,0.0,Heryle Daughessey,True,2739,1,G,442.0,P
Earth,False,TRAPPIST,19.0,False,1.0,143.0,0.0,254.0,107.0,Garry Leetersoney,True,2740,1,E,163.0,P
Mars,False,TRAPPIST,43.0,False,471.0,0.0,133.0,2.0,692.0,Jackix Cake,False,2741,1,E,164.0,P
Earth,False,TRAPPIST,15.0,False,746.0,0.0,2.0,0.0,11.0,Nelle Gregordy,False,2743,1,F,528.0,S
Mars,False,TRAPPIST,31.0,False,1511.0,0.0,310.0,0.0,0.0,Libers Pre,False,2745,1,F,568.0,P
Mars,False,TRAPPIST,52.0,False,758.0,0.0,356.0,5.0,0.0,Apix Wala,False,2746,1,F,569.0,P
Mars,True,TRAPPIST,49.0,False,0.0,0.0,0.0,0.0,0.0,Stisps Chrie,True,2747,1,F,570.0,P
Earth,False,CANCRI,29.0,False,143.0,548.0,0.0,0.0,0.0,Kimmie Mickersones,True,2748,1,F,529.0,S
Earth,False,TRAPPIST,18.0,False,600.0,0.0,0.0,179.0,11.0,Timmie Daviddley,True,2750,1,F,571.0,P
Mars,True,TRAPPIST,41.0,False,0.0,0.0,0.0,0.0,0.0,Permit Must,True,2751,1,F,530.0,S
Earth,False,TRAPPIST,9.0,False,0.0,0.0,0.0,0.0,0.0,Jarena Ballocks,False,2752,1,G,444.0,P
Earth,True,PSO,29.0,False,0.0,0.0,0.0,0.0,0.0,Ollip Ballocks,False,2752,2,G,444.0,P
Earth,False,TRAPPIST,58.0,False,0.0,82.0,0.0,758.0,0.0,Thel Ballocks,True,2752,3,E,165.0,P
Earth,False,PSO,39.0,False,0.0,0.0,0.0,0.0,907.0,Wandy Summington,False,2753,1,E,188.0,S
Earth,False,TRAPPIST,13.0,False,911.0,1.0,0.0,74.0,0.0,Heidie Santry,False,2754,1,E,166.0,P
Europa,True,CANCRI,36.0,False,0.0,0.0,0.0,0.0,0.0,Beneba Glousspidy,True,2755,1,B,85.0,P
Mars,False,CANCRI,23.0,False,253.0,0.0,0.0,888.0,0.0,Guink Corte,False,2756,1,F,572.0,P
Earth,True,PSO,24.0,False,0.0,0.0,0.0,0.0,0.0,Dennya Fielson,True,2758,1,G,446.0,P
Earth,False,TRAPPIST,33.0,False,0.0,0.0,170.0,14.0,810.0,Iree Kimons,False,2759,1,E,167.0,P
Earth,True,TRAPPIST,18.0,False,0.0,0.0,0.0,0.0,0.0,Matty Rigginsen,False,2760,1,G,438.0,S
Earth,True,TRAPPIST,0.0,False,0.0,0.0,0.0,0.0,0.0,Chery Rigginsen,True,2760,3,G,438.0,S
Earth,False,TRAPPIST,36.0,False,625.0,0.0,260.0,0.0,0.0,Bobina Leonzaley,False,2762,1,G,439.0,S
Earth,False,CANCRI,15.0,False,254.0,0.0,10.0,180.0,0.0,Paulah Leonzaley,False,2762,2,G,439.0,S
Earth,False,TRAPPIST,31.0,False,91.0,756.0,0.0,0.0,12.0,Sony Reynoldez,True,2763,1,E,168.0,P
Earth,False,TRAPPIST,42.0,False,0.0,0.0,213.0,166.0,1209.0,Racily Reyervaney,True,2764,1,E,189.0,S
Mars,False,TRAPPIST,27.0,False,1502.0,1.0,0.0,0.0,0.0,Callix Curie,False,2765,1,F,532.0,S
Earth,False,TRAPPIST,36.0,False,123.0,3.0,0.0,7.0,0.0,Herina Cartz,True,2768,1,F,533.0,S
Earth,False,TRAPPIST,0.0,False,0.0,0.0,0.0,0.0,0.0,Raceky Cartz,False,2768,2,G,442.0,S
Earth,True,TRAPPIST,3.0,False,0.0,0.0,0.0,0.0,0.0,Doryn Cartz,False,2768,3,G,442.0,S
Earth,False,PSO,22.0,False,0.0,837.0,192.0,0.0,0.0,Lindy Fishopper,False,2769,1,F,573.0,P
Earth,False,TRAPPIST,56.0,False,0.0,1721.0,0.0,96.0,0.0,Oraine Gainebergan,False,2770,1,G,443.0,S
Earth,False,TRAPPIST,23.0,False,0.0,0.0,0.0,757.0,0.0,Patoya Meyersones,False,2772,1,G,444.0,S
Mars,False,TRAPPIST,25.0,False,314.0,2.0,648.0,92.0,0.0,Whark Teake,False,2773,1,D,94.0,S
Earth,False,TRAPPIST,29.0,False,3.0,0.0,3.0,0.0,697.0,Coreen Bushins,False,2774,1,F,575.0,P
Earth,False,TRAPPIST,17.0,False,0.0,1195.0,31.0,0.0,0.0,Crisey Mcbriddley,False,2774,2,F,575.0,P
Earth,False,TRAPPIST,13.0,False,412.0,4.0,0.0,0.0,551.0,Aleroy Bushins,False,2774,3,F,575.0,P
Mars,False,TRAPPIST,35.0,False,2301.0,0.0,414.0,0.0,0.0,Gorice Fisty,True,2778,1,D,82.0,P
Mars,True,CANCRI,53.0,False,0.0,0.0,0.0,0.0,0.0,Yogal Fisty,True,2778,2,F,576.0,P
Earth,False,TRAPPIST,24.0,False,14.0,702.0,0.0,0.0,0.0,Eilace Chanan,False,2780,1,F,578.0,P
Earth,True,TRAPPIST,38.0,False,0.0,0.0,0.0,0.0,0.0,Marice Williotters,False,2781,1,G,447.0,P
Europa,True,CANCRI,21.0,False,0.0,0.0,0.0,0.0,0.0,Alteron Emetillove,True,2783,1,D,83.0,P
Europa,False,CANCRI,29.0,False,2.0,8.0,0.0,2864.0,155.0,Gatrin Emetillove,False,2783,2,D,83.0,P
Earth,False,TRAPPIST,46.0,False,0.0,0.0,1661.0,52.0,8.0,Monard Walterson,True,2784,1,G,448.0,P
Europa,True,TRAPPIST,58.0,False,0.0,0.0,0.0,0.0,0.0,Wasaleh Clindy,True,2785,1,C,102.0,S
Earth,False,PSO,53.0,False,0.0,1.0,0.0,195.0,493.0,Luise Franankson,True,2786,1,E,190.0,S
Earth,False,CANCRI,21.0,False,13.0,0.0,1098.0,64.0,1.0,Stelly Salez,False,2787,1,F,535.0,S
Earth,True,PSO,27.0,False,0.0,0.0,0.0,0.0,0.0,Harlos Ramoran,False,2788,1,G,449.0,P
Earth,True,TRAPPIST,31.0,False,0.0,0.0,0.0,0.0,0.0,Idave Carverson,False,2789,1,G,450.0,P
Europa,True,CANCRI,23.0,False,0.0,0.0,0.0,0.0,0.0,Asch Simous,True,2790,1,B,86.0,P
Europa,False,CANCRI,41.0,False,0.0,320.0,4333.0,1313.0,51.0,Cheliak Simous,False,2790,2,B,86.0,P
Europa,False,TRAPPIST,29.0,False,3.0,933.0,0.0,674.0,731.0,Izarino Simous,False,2790,3,B,86.0,P
Europa,False,CANCRI,54.0,False,0.0,37.0,0.0,4689.0,0.0,Tarrak Simous,False,2790,4,B,86.0,P
Europa,False,CANCRI,43.0,False,0.0,9923.0,660.0,10.0,266.0,Zaninon Simous,True,2790,5,B,86.0,P
Earth,True,PSO,36.0,False,0.0,0.0,0.0,0.0,0.0,Duana Figuez,True,2792,1,G,446.0,S
Earth,False,TRAPPIST,48.0,False,784.0,87.0,0.0,0.0,1.0,Darrie Mcinton,True,2793,1,E,169.0,P
Europa,False,TRAPPIST,34.0,False,10.0,5659.0,15.0,3.0,0.0,Genons Brantcable,True,2795,1,C,103.0,S
Europa,False,TRAPPIST,42.0,False,0.0,802.0,0.0,2622.0,671.0,Bottom Brantcable,False,2795,2,C,103.0,S
Earth,False,TRAPPIST,22.0,False,0.0,0.0,0.0,0.0,1345.0,Violan Burchanez,False,2797,1,F,580.0,P
Europa,False,TRAPPIST,37.0,False,6.0,437.0,0.0,54.0,3030.0,Furudra Timleplet,False,2798,1,A,23.0,P
Europa,True,CANCRI,38.0,False,0.0,0.0,0.0,0.0,0.0,Menchah Timleplet,True,2798,2,A,23.0,P
Earth,False,TRAPPIST,21.0,False,3.0,0.0,0.0,881.0,0.0,Idace Barrilloney,False,2799,1,G,447.0,S
Earth,True,PSO,23.0,False,0.0,0.0,0.0,0.0,0.0,Sony Barrilloney,True,2799,2,G,447.0,S
Europa,False,TRAPPIST,27.0,False,1.0,767.0,0.0,13104.0,3657.0,Taurius Frogauded,False,2801,1,B,87.0,P
Earth,False,TRAPPIST,23.0,False,18.0,2595.0,0.0,0.0,122.0,Evane Chavezalez,True,2802,1,F,581.0,P
Earth,False,TRAPPIST,19.0,False,0.0,0.0,366.0,268.0,0.0,Allena Blacks,False,2805,1,F,582.0,P
Mars,False,TRAPPIST,28.0,False,948.0,0.0,64.0,170.0,0.0,Boon Gene,False,2806,1,D,95.0,S
Earth,False,TRAPPIST,33.0,False,0.0,0.0,154.0,22.0,820.0,Rancy Vincenton,False,2807,1,E,171.0,P
Earth,True,PSO,24.0,False,0.0,0.0,0.0,0.0,0.0,Craine Vincenton,False,2807,2,G,452.0,P
Earth,True,TRAPPIST,0.0,False,0.0,0.0,0.0,0.0,0.0,Wenten Monrad,True,2807,3,G,452.0,P
Earth,True,TRAPPIST,41.0,False,0.0,0.0,0.0,0.0,0.0,Dianie Ellahan,True,2809,1,G,453.0,P
Earth,True,TRAPPIST,19.0,False,0.0,0.0,0.0,0.0,0.0,Oraine Jorden,False,2810,1,G,454.0,P
Earth,False,TRAPPIST,44.0,False,0.0,0.0,0.0,0.0,871.0,Chery Charpelaney,False,2811,1,F,537.0,S
Mars,False,CANCRI,43.0,False,803.0,0.0,384.0,120.0,0.0,Hock Grean,True,2812,1,F,538.0,S
Earth,True,TRAPPIST,14.0,False,0.0,0.0,0.0,0.0,0.0,Therek Bryants,True,2813,1,G,449.0,S
